1 -1 0.5 -12 -0.5 -0.5 -0.5
2 -1.1099999999999999 0.52 -11.909999999999998 -0.49 -0.49 -0.49
3 -1.22 0.54 -11.82 -0.48 -0.48 -0.48
4 -1.33 0.5599999999999999 -11.73 -0.47 -0.47 -0.47
5 -1.44 0.58 -11.639999999999999 -0.45999999999999996 -0.45999999999999996 -0.45999999999999996
6 -1.55 0.6 -11.549999999999999 -0.44999999999999996 -0.44999999999999996 -0.44999999999999996
7 -1.6600000000000001 0.62 -11.459999999999999 -0.43999999999999995 -0.43999999999999995 -0.43999999999999995
8 -1.77 0.64 -11.370000000000001 -0.42999999999999994 -0.42999999999999994 -0.42999999999999994
9 -1.88 0.66 -11.280000000000001 -0.42000000000000004 -0.42000000000000004 -0.42000000000000004
10 -1.9900000000000002 0.6799999999999999 -11.19 -0.41000000000000003 -0.41000000000000003 -0.41000000000000003
11 -2.1 0.7 -11.100000000000001 -0.4 -0.4 -0.4
12 -2.21 0.72 -11.01 -0.39 -0.39 -0.39
13 -2.32 0.74 -10.92 -0.38 -0.38 -0.38
14 -2.4299999999999997 0.76 -10.83 -0.37 -0.37 -0.37
15 -2.5399999999999996 0.78 -10.74 -0.36 -0.36 -0.36
16 -2.65 0.8 -10.649999999999999 -0.35 -0.35 -0.35
17 -2.76 0.8200000000000001 -10.56 -0.33999999999999997 -0.33999999999999997 -0.33999999999999997
18 -2.87 0.8400000000000001 -10.469999999999999 -0.32999999999999996 -0.32999999999999996 -0.32999999999999996
19 -2.98 0.8600000000000001 -10.379999999999999 -0.31999999999999995 -0.31999999999999995 -0.31999999999999995
20 -3.0900000000000003 0.8800000000000001 -10.29 -0.30999999999999994 -0.30999999999999994 -0.30999999999999994
21 -3.2 0.9000000000000001 -10.2 -0.29999999999999993 -0.29999999999999993 -0.29999999999999993
22 -3.3100000000000005 0.9200000000000002 -10.11 -0.2899999999999999 -0.2899999999999999 -0.2899999999999999
23 -3.4200000000000004 0.9400000000000002 -10.02 -0.2799999999999999 -0.2799999999999999 -0.2799999999999999
24 -3.5300000000000007 0.9600000000000002 -9.929999999999998 -0.2699999999999999 -0.2699999999999999 -0.2699999999999999
25 -3.6400000000000006 0.9800000000000002 -9.84 -0.2599999999999999 -0.2599999999999999 -0.2599999999999999
26 -3.750000000000001 1.0 -9.75 -0.24999999999999997 -0.24999999999999997 -0.24999999999999997
27 -3.860000000000001 1.02 -9.66 -0.23999999999999996 -0.23999999999999996 -0.23999999999999996
